Root	Superlative
steaming	most steaming
steering	most steering
stemmed	most stemmed
stepped	most stepped
stereotyped	most stereotyped
sterile	most sterile
sticking	most sticking
stifled	most stifled
stifling	most stifling
stigmatized	most stigmatized
stimulated	most stimulated
stimulating	most stimulating
stinging	most stinging
stinking	most stinking
stirred	most stirred
stirring	most stirring
stitching	most stitching
stocked	most stocked
stocking	most stocking
stoic	most stoic
stolid	most stolid
stomping	most stomping
stoned	most stoned
stopping	most stopping
storming	most storming
storytelling	most storytelling
straightforward	most straightforward
strained	most strained
straining	most straining
straitlaced	most straitlaced
stranded	most stranded
strapped	most strapped
strategic	most strategic
stratified	most stratified
streamed	most streamed
streaming	most streaming
streamlined	most streamlined
streetwise	most streetwise
strengthened	most strengthened
strengthening	most strengthening
strenuous	most strenuous
stressed	most stressed
stressful	most stressful
stretched	most stretched
stretching	most stretching
striated	most striated
striking	most striking
stringed	most stringed
striped	most striped
stripping	most stripping
struck	most struck
structured	most structured
struggling	most struggling
stuck	most stuck
studied	most studied
studying	most studying
stuffed	most stuffed
stuffing	most stuffing
stumbling	most stumbling
stunned	most stunned
stunning	most stunning
stunted	most stunted
stupefying	most stupefying
stuttering	most stuttering
styled	most styled
styling	most styling
stylish	most stylish
stylized	most stylized
subcontracting	most subcontracting
subdued	most subdued
subjective	most subjective
submerged	most submerged
submissive	most submissive
subservient	most subservient
subsidized	most subsidized
substantial	most substantial
substantiated	most substantiated
suburban	most suburban
succeeding	most succeeding
successful	most successful
succulent	most succulent
sucking	most sucking
sudden	most sudden
suffered	most suffered
suffering	most suffering
sufficient	most sufficient
suffocating	most suffocating
sugared	most sugared
suggesting	most suggesting
suited	most suited
sumptuous	most sumptuous
sunburned	most sunburned
sunk	most sunk
sunken	most sunken
supercharged	most supercharged
superficial	most superficial
superior	most superior
supernatural	most supernatural
superstitious	most superstitious
supervised	most supervised
supplemented	most supplemented
supplying	most supplying
supporting	most supporting
supportive	most supportive
suppressed	most suppressed
surefooted	most surefooted
surfed	most surfed
surfing	most surfing
surgical	most surgical
surprised	most surprised
surprising	most surprising
surreal	most surreal
surreptitious	most surreptitious
surrounding	most surrounding
surveyed	most surveyed
surveying	most surveying
surviving	most surviving
susceptible	most susceptible
suspected	most suspected
suspended	most suspended
suspenseful	most suspenseful
suspicious	most suspicious
sustained	most sustained
sustaining	most sustaining
swaggering	most swaggering
swallowed	most swallowed
swapped	most swapped
swashbuckling	most swashbuckling
swearing	most swearing
sweating	most sweating
sweeping	most sweeping
sweetened	most sweetened
swelling	most swelling
sweltering	most sweltering
swept	most swept
swimming	most swimming
swinging	most swinging
switched	most switched
switching	most switching
swollen	most swollen
sworn	most sworn
symbolic	most symbolic
symmetric	most symmetric
symmetrical	most symmetrical
sympathetic	most sympathetic
synchronized	most synchronized
syncopated	most syncopated
syndicated	most syndicated
synthesizing	most synthesizing
synthetic	most synthetic
syrupy	most syrupy
systematic	most systematic
taciturn	most taciturn
tactile	most tactile
tactless	most tactless
tagging	most tagging
tailored	most tailored
talented	most talented
talentless	most talentless
talismanic	most talismanic
talkative	most talkative
talking	most talking
tamed	most tamed
tangible	most tangible
tangled	most tangled
tanned	most tanned
tantalizing	most tantalizing
taped	most taped
tapered	most tapered
tapped	most tapped
tapping	most tapping
targeted	most targeted
targeting	most targeting
tarnished	most tarnished
tasteful	most tasteful
tasteless	most tasteless
tattered	most tattered
tattooed	most tattooed
taught	most taught
taunting	most taunting
taxable	most taxable
taxed	most taxed
taxing	most taxing
taxpaying	most taxpaying
teaching	most teaching
teasing	most teasing
technical	most technical
tedious	most tedious
teeming	most teeming
teenaged	most teenaged
teething	most teething
telemarketing	most telemarketing
telescoping	most telescoping
televised	most televised
temperamental	most temperamental
temperate	most temperate
tempered	most tempered
tempestuous	most tempestuous
temporary	most temporary
tempting	most tempting
tenacious	most tenacious
tended	most tended
tending	most tending
tentative	most tentative
tenuous	most tenuous
tenured	most tenured
terminated	most terminated
terminating	most terminating
terrible	most terrible
terrified	most terrified
terrifying	most terrifying
territorial	most territorial
terrorized	most terrorized
terrorizing	most terrorizing
tested	most tested
testing	most testing
tethered	most tethered
textured	most textured
theatrical	most theatrical
themed	most themed
theorized	most theorized
theorizing	most theorizing
thermosetting	most thermosetting
thickheaded	most thickheaded
thieving	most thieving
thinking	most thinking
thinning	most thinning
thoroughbred	most thoroughbred
thoughtful	most thoughtful
thoughtless	most thoughtless
thrashing	most thrashing
threaded	most threaded
threatened	most threatened
threatening	most threatening
thrilling	most thrilling
thriving	most thriving
throbbing	most throbbing
thronged	most thronged
throwing	most throwing
thrown	most thrown
thrusting	most thrusting
thumping	most thumping
thundering	most thundering
thunderous	most thunderous
thwarted	most thwarted
ticked	most ticked
ticketed	most ticketed
tickling	most tickling
tied	most tied
tiled	most tiled
tilted	most tilted
timed	most timed
timeless	most timeless
timesaving	most timesaving
timing	most timing
tinned	most tinned
tinted	most tinted
tipped	most tipped
tipping	most tipping
tireless	most tireless
tiresome	most tiresome
tiring	most tiring
titillating	most titillating
titled	most titled
toasted	most toasted
tolerant	most tolerant
tolerated	most tolerated
toned	most toned
toning	most toning
toothed	most toothed
toothless	most toothless
toothsome	most toothsome
topical	most topical
topped	most topped
tormented	most tormented
tormenting	most tormenting
torpid	most torpid
tortured	most tortured
torturing	most torturing
torturous	most torturous
tossed	most tossed
totemic	most totemic
tottering	most tottering
touching	most touching
touring	most touring
towed	most towed
towering	most towering
towing	most towing
toxic	most toxic
traceable	most traceable
traced	most traced
tracing	most tracing
tracked	most tracked
tracking	most tracking
tractable	most tractable
traded	most traded
trading	most trading
traditional	most traditional
trafficked	most trafficked
trafficking	most trafficking
tragic	most tragic
trailing	most trailing
trained	most trained
training	most training
trampled	most trampled
tranquil	most tranquil
tranquilizing	most tranquilizing
transcendent	most transcendent
transferred	most transferred
transferring	most transferring
transforming	most transforming
transient	most transient
transistorized	most transistorized
transitioning	most transitioning
translated	most translated
translating	most translating
translucent	most translucent
transmitted	most transmitted
transmitting	most transmitting
transparent	most transparent
transplanted	most transplanted
transportable	most transportable
transported	most transported
transporting	most transporting
trapped	most trapped
trapping	most trapping
trashed	most trashed
traumatic	most traumatic
traumatized	most traumatized
traumatizing	most traumatizing
traveling	most traveling
traversed	most traversed
trawling	most trawling
treacherous	most treacherous
treasured	most treasured
treated	most treated
treating	most treating
trekking	most trekking
trembling	most trembling
tremendous	most tremendous
trenchant	most trenchant
trifling	most trifling
triggered	most triggered
trimmed	most trimmed
trimming	most trimming
tripped	most tripped
trolling	most trolling
troubled	most troubled
troubleshooting	most troubleshooting
troublesome	most troublesome
troubling	most troubling
trucking	most trucking
trusted	most trusted
trustful	most trustful
trusting	most trusting
truthful	most truthful
tumbling	most tumbling
tumultuous	most tumultuous
tuned	most tuned
tuneful	most tuneful
tuning	most tuning
tunneling	most tunneling
turbulent	most turbulent
turgid	most turgid
turning	most turning
tutoring	most tutoring
tweaked	most tweaked
tweaking	most tweaking
twee	most twee
twisted	most twisted
twisting	most twisting
typed	most typed
typesetting	most typesetting
typing	most typing
tyrannical	most tyrannical
ubiquitous	most ubiquitous
unabashed	most unabashed
unabridged	most unabridged
unacceptable	most unacceptable
unadorned	most unadorned
unaffiliated	most unaffiliated
unalloyed	most unalloyed
unalterable	most unalterable
unaltered	most unaltered
unambiguous	most unambiguous
unambitious	most unambitious
unanswered	most unanswered
unanticipated	most unanticipated
unappetizing	most unappetizing
unapproachable	most unapproachable
unarmed	most unarmed
unassuming	most unassuming
unattached	most unattached
unattainable	most unattainable
unattractive	most unattractive
unauthorized	most unauthorized
unbalanced	most unbalanced
unbearable	most unbearable
unbecoming	most unbecoming
unbelievable	most unbelievable
unbelieving	most unbelieving
unbending	most unbending
unbiased	most unbiased
unblemished	most unblemished
unbounded	most unbounded
unbreakable	most unbreakable
unbridled	most unbridled
unbuttoned	most unbuttoned
uncaring	most uncaring
unceasing	most unceasing
uncensored	most uncensored
uncertain	most uncertain
unchallenged	most unchallenged
unchallenging	most unchallenging
unchangeable	most unchangeable
unchanging	most unchanging
uncharitable	most uncharitable
uncharted	most uncharted
unchecked	most unchecked
uncivilized	most uncivilized
unclassified	most unclassified
unclean	most unclean
unclear	most unclear
uncluttered	most uncluttered
uncomfortable	most uncomfortable
uncommitted	most uncommitted
uncommon	most uncommon
uncommunicative	most uncommunicative
uncompensated	most uncompensated
uncomplaining	most uncomplaining
uncomplicated	most uncomplicated
uncompressed	most uncompressed
uncompromising	most uncompromising
unconcerned	most unconcerned
unconscious	most unconscious
uncontested	most uncontested
uncontrollable	most uncontrollable
uncontrolled	most uncontrolled
uncontroversial	most uncontroversial
unconventional	most unconventional
unconvinced	most unconvinced
unconvincing	most unconvincing
uncorrupted	most uncorrupted
uncouth	most uncouth
uncovered	most uncovered
uncredited	most uncredited
unctuous	most unctuous
uncultivated	most uncultivated
uncultured	most uncultured
undated	most undated
undaunted	most undaunted
undecided	most undecided
undeclared	most undeclared
undefeated	most undefeated
undefiled	most undefiled
undefined	most undefined
undemocratic	most undemocratic
undeniable	most undeniable
underachieving	most underachieving
underdeveloped	most underdeveloped
underexposed	most underexposed
underlined	most underlined
underlying	most underlying
undermining	most undermining
underperforming	most underperforming
underprepared	most underprepared
underprivileged	most underprivileged
underqualified	most underqualified
understanding	most understanding
understated	most understated
undertaken	most undertaken
undervalued	most undervalued
underwriting	most underwriting
undeserved	most undeserved
undesirable	most undesirable
undesired	most undesired
undetected	most undetected
undeveloped	most undeveloped
undiagnosed	most undiagnosed
undifferentiated	most undifferentiated
undignified	most undignified
undiluted	most undiluted
undisciplined	most undisciplined
undiscovered	most undiscovered
undisguised	most undisguised
undisputed	most undisputed
undistinguished	most undistinguished
undisturbed	most undisturbed
undivided	most undivided
undocumented	most undocumented
undoubted	most undoubted
undressed	most undressed
undulating	most undulating
undying	most undying
unearned	most unearned
unedifying	most unedifying
unedited	most unedited
uneducated	most uneducated
unemotional	most unemotional
unemployed	most unemployed
unencumbered	most unencumbered
unending	most unending
unenthusiastic	most unenthusiastic
unequal	most unequal
unequivocal	most unequivocal
unerring	most unerring
unethical	most unethical
uneven	most uneven
uneventful	most uneventful
unexpected	most unexpected
unexplained	most unexplained
unexplored	most unexplored
unfaithful	most unfaithful
unfathomable	most unfathomable
unfeeling	most unfeeling
unfettered	most unfettered
unfiltered	most unfiltered
unfinished	most unfinished
unflagging	most unflagging
unflappable	most unflappable
unflattering	most unflattering
unflinching	most unflinching
unfocused	most unfocused
unfolded	most unfolded
unforeseeable	most unforeseeable
unforgettable	most unforgettable
unforgiving	most unforgiving
unformed	most unformed
unfortunate	most unfortunate
unfounded	most unfounded
unfree	most unfree
unfulfilled	most unfulfilled
ungainly	most ungainly
ungrammatical	most ungrammatical
ungrateful	most ungrateful
unhelpful	most unhelpful
unhindered	most unhindered
unhinged	most unhinged
unhurried	most unhurried
unidentified	most unidentified
unified	most unified
uniform	most uniform
uniformed	most uniformed
unifying	most unifying
unimaginative	most unimaginative
unimportant	most unimportant
unimpressive	most unimpressive
uninformative	most uninformative
uninformed	most uninformed
uninhabited	most uninhabited
uninhibited	most uninhibited
uninitiated	most uninitiated
uninspired	most uninspired
uninspiring	most uninspiring
uninsured	most uninsured
unintelligent	most unintelligent
unintelligible	most unintelligible
unintended	most unintended
unintentional	most unintentional
uninteresting	most uninteresting
uninterrupted	most uninterrupted
uninvited	most uninvited
uninviting	most uninviting
uninvolved	most uninvolved
unionized	most unionized
unique	most unique
unitary	most unitary
united	most united
unjust	most unjust
unjustified	most unjustified
unknowing	most unknowing
unlawful	most unlawful
unleashed	most unleashed
unlettered	most unlettered
unleveraged	most unleveraged
unlicensed	most unlicensed
unlimited	most unlimited
unlined	most unlined
unlisted	most unlisted
unloaded	most unloaded
unlocked	most unlocked
unlovable	most unlovable
unloved	most unloved
unmanageable	most unmanageable
unmanly	most unmanly
unmanned	most unmanned
unmarked	most unmarked
unmarried	most unmarried
unmatched	most unmatched
unmistakable	most unmistakable
unmitigated	most unmitigated
unmoderated	most unmoderated
unmotivated	most unmotivated
unmoved	most unmoved
unnamed	most unnamed
unnatural	most unnatural
unnecessary	most unnecessary
unneeded	most unneeded
unnerving	most unnerving
unnoticeable	most unnoticeable
unnoticed	most unnoticed
unobtrusive	most unobtrusive
unopened	most unopened
unorganized	most unorganized
unpaid	most unpaid
unparalleled	most unparalleled
unpatriotic	most unpatriotic
unpaved	most unpaved
unplanned	most unplanned
unpleasant	most unpleasant
unpolished	most unpolished
unpopular	most unpopular
unpredictable	most unpredictable
unprejudiced	most unprejudiced
unprepared	most unprepared
unpretentious	most unpretentious
unprincipled	most unprincipled
unproductive	most unproductive
unprofessional	most unprofessional
unprovoked	most unprovoked
unpublished	most unpublished
unqualified	most unqualified
unquestioned	most unquestioned
unquestioning	most unquestioning
unraveling	most unraveling
unreachable	most unreachable
unreal	most unreal
unrealistic	most unrealistic
unrealized	most unrealized
unreasonable	most unreasonable
unreasoning	most unreasoning
unrecognizable	most unrecognizable
unrecognized	most unrecognized
unreconstructed	most unreconstructed
unrefined	most unrefined
unreflecting	most unreflecting
unreformed	most unreformed
unregulated	most unregulated
unreleased	most unreleased
unrelenting	most unrelenting
unreliable	most unreliable
unremarkable	most unremarkable
unremitting	most unremitting
unrequited	most unrequited
unresolved	most unresolved
unresponsive	most unresponsive
unrestrained	most unrestrained
unrestricted	most unrestricted
unrestrictive	most unrestrictive
unrewarding	most unrewarding
unrivaled	most unrivaled
unromantic	most unromantic
unruffled	most unruffled
unsanitary	most unsanitary
unsatisfied	most unsatisfied
unsavory	most unsavory
unsavoury	most unsavoury
unscheduled	most unscheduled
unscientific	most unscientific
unscripted	most unscripted
unscrupulous	most unscrupulous
unsealed	most unsealed
unsecured	most unsecured
unsentimental	most unsentimental
unsettled	most unsettled
unsettling	most unsettling
unsightly	most unsightly
unsigned	most unsigned
unsociable	most unsociable
unsolicited	most unsolicited
unsolved	most unsolved
unsophisticated	most unsophisticated
unsparing	most unsparing
unspoiled	most unspoiled
unstable	most unstable
unsteady	most unsteady
unstinting	most unstinting
unstoppable	most unstoppable
unstructured	most unstructured
unsubstantial	most unsubstantial
unsubstantiated	most unsubstantiated
unsubtle	most unsubtle
unsuited	most unsuited
unsullied	most unsullied
unsupported	most unsupported
unsurpassed	most unsurpassed
unsuspecting	most unsuspecting
unswerving	most unswerving
unsympathetic	most unsympathetic
untalented	most untalented
untamed	most untamed
untested	most untested
unthinkable	most unthinkable
unthinking	most unthinking
unthreatening	most unthreatening
untiring	most untiring
untouchable	most untouchable
untouched	most untouched
untrained	most untrained
untreated	most untreated
untrustworthy	most untrustworthy
untruthful	most untruthful
untutored	most untutored
unvarnished	most unvarnished
unvarying	most unvarying
unwanted	most unwanted
unwarranted	most unwarranted
unwavering	most unwavering
unwelcome	most unwelcome
unwelcomed	most unwelcomed
unwieldy	most unwieldy
unwilling	most unwilling
unwitting	most unwitting
unworldly	most unworldly
unyielding	most unyielding
updated	most updated
upfront	most upfront
upheld	most upheld
upholstered	most upholstered
uplifting	most uplifting
uploaded	most uploaded
upright	most upright
uprising	most uprising
uprooted	most uprooted
upstanding	most upstanding
upwelling	most upwelling
urbanized	most urbanized
urgent	most urgent
usurping	most usurping
uttered	most uttered
vacant	most vacant
vacationing	most vacationing
vaccinated	most vaccinated
vacillating	most vacillating
vacuous	most vacuous
valiant	most valiant
valid	most valid
validated	most validated
valuable	most valuable
valued	most valued
valueless	most valueless
vandalized	most vandalized
vanilla	most vanilla
vanished	most vanished
vanishing	most vanishing
vaporous	most vaporous
varied	most varied
variegated	most variegated
vascularized	most vascularized
vaulting	most vaulting
vegetated	most vegetated
veiled	most veiled
vending	most vending
venerated	most venerated
venomous	most venomous
vented	most vented
ventilated	most ventilated
ventilating	most ventilating
venturing	most venturing
verdant	most verdant
verified	most verified
versatile	most versatile
versed	most versed
vertical	most vertical
vested	most vested
vexing	most vexing
viable	most viable
vibrant	most vibrant
vibrating	most vibrating
vicious	most vicious
victimized	most victimized
videotaped	most videotaped
viewing	most viewing
vigilant	most vigilant
vigorous	most vigorous
vindictive	most vindictive
violated	most violated
violating	most violating
violent	most violent
violet	most violet
viral	most viral
virile	most virile
virtuous	most virtuous
virulent	most virulent
visible	most visible
visited	most visited
visiting	most visiting
visual	most visual
vital	most vital
vivacious	most vivacious
vivifying	most vivifying
vocal	most vocal
voiceless	most voiceless
void	most void
volatile	most volatile
volcanic	most volcanic
volunteering	most volunteering
voluptuous	most voluptuous
vomiting	most vomiting
voracious	most voracious
voting	most voting
vulnerable	most vulnerable
wading	most wading
wagering	most wagering
waiting	most waiting
wakeful	most wakeful
walking	most walking
walled	most walled
wandering	most wandering
wanted	most wanted
warehousing	most warehousing
warmed	most warmed
warmhearted	most warmhearted
warming	most warming
warmongering	most warmongering
warning	most warning
warped	most warped
warring	most warring
washed	most washed
washing	most washing
wasteful	most wasteful
wasting	most wasting
watchful	most watchful
watching	most watching
watered	most watered
waterlogged	most waterlogged
watermarking	most watermarking
waterproof	most waterproof
waterproofing	most waterproofing
watertight	most watertight
watery	most watery
waved	most waved
wavering	most wavering
waving	most waving
waxing	most waxing
weakening	most weakening
weaponized	most weaponized
wearied	most wearied
wearing	most wearing
weathered	most weathered
weaving	most weaving
wedded	most wedded
wee	most wee
weeding	most weeding
weeping	most weeping
weighing	most weighing
weighted	most weighted
welcome	most welcome
welcomed	most welcomed
welcoming	most welcoming
welded	most welded
welding	most welding
western	most western
whaling	most whaling
wheeled	most wheeled
whimsical	most whimsical
whining	most whining
whipped	most whipped
whispered	most whispered
wholehearted	most wholehearted
wholesome	most wholesome
widespread	most widespread
widowed	most widowed
winding	most winding
windsurfing	most windsurfing
winemaking	most winemaking
winged	most winged
wintering	most wintering
wired	most wired
wireless	most wireless
wiring	most wiring
wiry	most wiry
wistful	most wistful
withered	most withered
withering	most withering
witnessed	most witnessed
wizened	most wizened
wonderful	most wonderful
wooded	most wooded
wooden	most wooden
wooing	most wooing
worked	most worked
worn	most worn
worried	most worried
worrisome	most worrisome
worrying	most worrying
worshiped	most worshiped
worshipped	most worshipped
worthless	most worthless
wound	most wound
wounded	most wounded
wounding	most wounding
woven	most woven
wrapped	most wrapped
wrapping	most wrapping
wrecked	most wrecked
wrenching	most wrenching
wrestling	most wrestling
wrinkled	most wrinkled
writing	most writing
written	most written
wronged	most wronged
xenophobic	most xenophobic
yawning	most yawning
yearning	most yearning
yelled	most yelled
yelling	most yelling
yielding	most yielding
youthful	most youthful
zealous	most zealous
zipped	most zipped
zippered	most zippered
